benchmark,selectivity_pct,n_ops,method,build_time,qps,recall,avg_insert_ms,avg_delete_ms
dynamic_update,1.0,1000,ACORN-1,1.6463487148284912,120.63035346474646,0.9986999999999999,30.903409719467163,10.233116865158081
dynamic_update,1.0,1000,ACORN-4,5.033393621444702,159.421290207818,0.49000000000000005,33.70827674865723,10.807322263717651
dynamic_update,1.0,1000,ACORN-8,6.917792081832886,169.57391678057698,0.25930000000000003,34.4189190864563,10.19349193572998
dynamic_update,1.0,1000,ACORN-12,9.4443039894104,169.80242648460288,0.1476,35.28992772102356,10.349403381347656
dynamic_update,1.0,1000,Pre-Filter,0.17027807235717773,886.347206106012,1.0,0.0047454833984375,0.003382444381713867
dynamic_update,1.0,1000,Post-Filter-Batch100,0.8054184913635254,68.07301202138416,0.7823000000000001,0.004433393478393555,0.0028257369995117188
dynamic_update,5.0,1000,ACORN-1,1.6869044303894043,122.10966924361308,0.9996,31.394195318222046,10.044327974319458
dynamic_update,5.0,1000,ACORN-4,5.126520395278931,159.1609297876437,0.6782,33.2278892993927,10.4339599609375
dynamic_update,5.0,1000,ACORN-8,6.710245609283447,165.63374879880797,0.6191000000000001,34.0483603477478,9.786625385284424
dynamic_update,5.0,1000,ACORN-12,9.241384029388428,165.63422628615785,0.6316000000000002,34.86269164085388,10.046067953109741
dynamic_update,5.0,1000,Pre-Filter,0.17119979858398438,190.21934365114578,1.0,0.007563352584838867,0.004118204116821289
dynamic_update,5.0,1000,Post-Filter-Batch100,0.7997162342071533,70.63420591578382,0.9702000000000001,0.00570225715637207,0.003420114517211914
dynamic_update,10.0,1000,ACORN-1,1.6367874145507812,121.0821651536294,0.9992000000000001,30.923593044281006,10.059001445770264
dynamic_update,10.0,1000,ACORN-4,5.3398051261901855,157.57072258146002,0.7242000000000001,32.60324192047119,10.676740646362305
dynamic_update,10.0,1000,ACORN-8,6.803921461105347,162.71745928391584,0.6874,33.496092796325684,9.638539552688599
dynamic_update,10.0,1000,ACORN-12,8.9253249168396,159.74953210757624,0.7558,34.566304206848145,10.054113626480103
dynamic_update,10.0,1000,Pre-Filter,0.15882062911987305,103.9657454475401,1.0,0.008706808090209961,0.004361152648925781
dynamic_update,10.0,1000,Post-Filter-Batch100,0.8600625991821289,72.54318921230552,0.9879000000000001,0.006720066070556641,0.003644704818725586
dynamic_update,20.0,1000,ACORN-1,1.6456773281097412,121.17604820735285,0.997,31.08102583885193,10.22966980934143
dynamic_update,20.0,1000,ACORN-4,5.106597900390625,155.83116675349333,0.6842999999999999,32.8028450012207,10.581396102905273
dynamic_update,20.0,1000,ACORN-8,6.853598117828369,157.4072572921489,0.7899,33.75477695465088,9.783231496810913
dynamic_update,20.0,1000,ACORN-12,9.522949457168579,156.33275456388483,0.8284000000000001,34.888439655303955,10.249563694000244
dynamic_update,20.0,1000,Pre-Filter,0.15463876724243164,58.34981542817564,1.0,0.009858369827270508,0.004385948181152344
dynamic_update,20.0,1000,Post-Filter-Batch100,0.8040645122528076,71.85541545412303,0.9952000000000001,0.007391214370727539,0.003734588623046875
dynamic_update,50.0,1000,ACORN-1,1.659956455230713,127.69623820874344,0.9684,30.94408345222473,10.037420272827148
dynamic_update,50.0,1000,ACORN-4,5.108780860900879,151.8574175958057,0.8238000000000001,32.627647399902344,10.469201803207397
dynamic_update,50.0,1000,ACORN-8,6.669673681259155,132.9377522730185,0.79,34.160733461380005,9.85332441329956
dynamic_update,50.0,1000,ACORN-12,9.56063461303711,152.9306056389675,0.8085000000000001,35.042988777160645,10.29255986213684
dynamic_update,50.0,1000,Pre-Filter,0.13461089134216309,28.733489836610637,1.0,0.010248422622680664,0.004217386245727539
dynamic_update,50.0,1000,Post-Filter-Batch100,0.7820274829864502,78.83921152593099,0.997,0.0086517333984375,0.0038995742797851567
dynamic_update,1.0,5000,ACORN-1,1.744614839553833,106.13897390708556,0.9983200000000001,32.38472790718078,10.353841733932496
dynamic_update,1.0,5000,ACORN-4,9.014344453811646,156.85323254447286,0.46053999999999995,33.88165488243103,10.85882863998413
dynamic_update,1.0,5000,ACORN-8,6.9672627449035645,165.94096428830258,0.22527999999999998,35.02131190299988,10.130562591552735
dynamic_update,1.0,5000,ACORN-12,14.243741750717163,159.69177776326077,0.22974,36.446836948394775,10.623507595062256
dynamic_update,1.0,5000,Pre-Filter,0.1705474853515625,903.9638809628358,1.0,0.004651975631713867,0.003280925750732422
dynamic_update,1.0,5000,Post-Filter-Batch100,0.8232033252716064,58.043956699213616,0.78136,0.004468536376953125,0.002740907669067383
dynamic_update,5.0,5000,ACORN-1,2.4090657234191895,116.73933474345935,0.99846,32.059087657928465,10.240366268157958
dynamic_update,5.0,5000,ACORN-4,6.6358842849731445,149.020769303577,0.65898,33.59573879241943,10.6476065158844
dynamic_update,5.0,5000,ACORN-8,9.351921558380127,163.23765306020783,0.47394,34.49710559844971,9.70718379020691
dynamic_update,5.0,5000,ACORN-12,9.327246189117432,166.10018885497823,0.52544,35.40408372879028,10.056640481948852
dynamic_update,5.0,5000,Pre-Filter,0.1770012378692627,192.18913280476812,1.0,0.007197046279907226,0.003993177413940429
dynamic_update,5.0,5000,Post-Filter-Batch100,0.8323228359222412,70.90899575585138,0.9727600000000001,0.005897712707519531,0.0033232688903808596
dynamic_update,10.0,5000,ACORN-1,1.5779016017913818,120.34642429632085,0.999,31.398079442977906,10.08139934539795
dynamic_update,10.0,5000,ACORN-4,5.069061994552612,156.2122183961155,0.67214,33.409392309188846,10.611334371566771
dynamic_update,10.0,5000,ACORN-8,6.948575496673584,156.96727023530278,0.7144,34.593846273422244,10.242090272903441
dynamic_update,10.0,5000,ACORN-12,9.1050705909729,157.97088666714708,0.7194,35.719411039352416,10.311479663848877
dynamic_update,10.0,5000,Pre-Filter,0.16063666343688965,98.50030186721807,1.0,0.009114217758178712,0.004429149627685547
dynamic_update,10.0,5000,Post-Filter-Batch100,0.8049106597900391,71.3969465613251,0.9892600000000003,0.006761503219604492,0.003588724136352539
dynamic_update,20.0,5000,ACORN-1,1.6781001091003418,120.29379339798876,0.99698,32.07713918685913,10.113219165802002
dynamic_update,20.0,5000,ACORN-4,4.98703670501709,155.171700284136,0.6836800000000001,33.75550832748414,10.434070682525634
dynamic_update,20.0,5000,ACORN-8,7.460470676422119,150.01977942896465,0.8886,35.256860399246214,10.566559171676635
dynamic_update,20.0,5000,ACORN-12,9.324016571044922,157.05942439489004,0.73006,36.157917785644536,10.145644569396973
dynamic_update,20.0,5000,Pre-Filter,0.1567997932434082,55.78137261470258,1.0,0.01009664535522461,0.004386091232299804
dynamic_update,20.0,5000,Post-Filter-Batch100,0.8089230060577393,71.23637429643384,0.9951399999999998,0.007511615753173828,0.0037837982177734374
dynamic_update,50.0,5000,ACORN-1,1.653109073638916,126.03538345887038,0.9657399999999999,32.2432514667511,10.10591106414795
dynamic_update,50.0,5000,ACORN-4,5.096028566360474,150.22427388572095,0.74112,34.17182264328003,10.723216342926024
dynamic_update,50.0,5000,ACORN-8,6.628925561904907,153.59779990651356,0.82486,34.76427388191223,9.564783906936645
dynamic_update,50.0,5000,ACORN-12,9.203212022781372,149.5399939114466,0.8943,36.19258975982666,10.32390251159668
dynamic_update,50.0,5000,Pre-Filter,0.1400294303894043,25.67836015531806,1.0,0.010602569580078125,0.0043641567230224615
dynamic_update,50.0,5000,Post-Filter-Batch100,0.8671019077301025,88.06056169084817,0.9975799999999999,0.008250045776367189,0.0038575172424316407
dynamic_update,1.0,10000,ACORN-1,1.6522977352142334,119.08091910814731,0.9981200000000001,32.74247109889984,10.390019631385803
dynamic_update,1.0,10000,ACORN-4,5.205937623977661,128.04621902677627,0.431,34.98027045726776,10.890950965881347
dynamic_update,1.0,10000,ACORN-8,6.622015476226807,110.02534350037924,0.21733999999999995,35.943643712997435,9.996536993980406
dynamic_update,1.0,10000,ACORN-12,9.420453548431396,152.79287295422247,0.09498,37.690045666694644,10.517453575134276
dynamic_update,1.0,10000,Pre-Filter,0.1761012077331543,895.4643173298941,1.0,0.004748702049255371,0.0032998800277709963
dynamic_update,1.0,10000,Post-Filter-Batch100,0.8097357749938965,66.7498286333505,0.7811,0.004471826553344727,0.0027358531951904297
dynamic_update,5.0,10000,ACORN-1,1.760331153869629,118.9033059864306,0.9987299999999999,32.395886301994324,10.142480492591858
dynamic_update,5.0,10000,ACORN-4,5.072189807891846,153.3536274385198,0.66805,34.44046065807343,10.624128603935242
dynamic_update,5.0,10000,ACORN-8,6.649263143539429,158.28088951276877,0.58226,35.97920823097229,10.017851734161377
dynamic_update,5.0,10000,ACORN-12,9.094496726989746,158.48644190459297,0.6016799999999999,37.10166282653809,10.181071901321411
dynamic_update,5.0,10000,Pre-Filter,0.16884350776672363,188.93901270889896,1.0,0.0071258544921875,0.004005241394042969
dynamic_update,5.0,10000,Post-Filter-Batch100,0.798248291015625,72.13295278374339,0.9740700000000001,0.0055304765701293945,0.0031394243240356447
dynamic_update,10.0,10000,ACORN-1,1.5886316299438477,119.69642267392878,0.9992700000000001,32.93375549316406,10.143237829208374
dynamic_update,10.0,10000,ACORN-4,4.995483160018921,156.62610681848474,0.6141800000000001,34.957885599136354,10.58104772567749
dynamic_update,10.0,10000,ACORN-8,6.713468313217163,158.0373774186623,0.6870299999999999,36.163560438156125,10.001514530181884
dynamic_update,10.0,10000,ACORN-12,9.27759075164795,156.53043937365373,0.6987800000000001,37.767302417755126,10.383264327049256
dynamic_update,10.0,10000,Pre-Filter,0.16136741638183594,96.92542573221529,1.0,0.008743691444396972,0.004312181472778321
dynamic_update,10.0,10000,Post-Filter-Batch100,0.7950587272644043,71.96521598412238,0.9898299999999999,0.006694507598876954,0.0036408662796020507
dynamic_update,20.0,10000,ACORN-1,1.624790906906128,119.97535906474286,0.9965900000000002,32.65774097442627,10.120002317428588
dynamic_update,20.0,10000,ACORN-4,5.182117700576782,154.6017284245178,0.64181,34.74879019260407,10.5624685049057
dynamic_update,20.0,10000,ACORN-8,6.741948127746582,155.6503492562577,0.7320399999999999,36.04199345111847,9.991597318649292
dynamic_update,20.0,10000,ACORN-12,8.971307277679443,152.33743027880618,0.8233400000000002,37.57964360713959,10.511483764648437
dynamic_update,20.0,10000,Pre-Filter,0.15583157539367676,55.18602167442454,1.0,0.009950709342956544,0.0043395042419433595
dynamic_update,20.0,10000,Post-Filter-Batch100,0.8024587631225586,72.16436043947924,0.9952200000000001,0.007628345489501953,0.003698301315307617
dynamic_update,50.0,10000,ACORN-1,1.6265604496002197,125.19621532228881,0.9648600000000003,32.291344165802,10.199946808815003
dynamic_update,50.0,10000,ACORN-4,5.016478061676025,147.79648540271748,0.81335,34.46359136104584,10.733392524719239
dynamic_update,50.0,10000,ACORN-8,6.747906684875488,156.372962002428,0.66079,35.569579410552976,9.881889915466308
dynamic_update,50.0,10000,ACORN-12,9.059795379638672,149.1358649261229,0.8708900000000002,37.10307567119599,10.316125082969664
dynamic_update,50.0,10000,Pre-Filter,0.1383204460144043,26.324124561501385,1.0,0.010955071449279786,0.004180598258972168
dynamic_update,50.0,10000,Post-Filter-Batch100,0.771343469619751,86.28446330516367,0.9976799999999999,0.008098554611206054,0.003730368614196777
dynamic_update,1.0,50000,ACORN-1,1.6297638416290283,107.51711331775333,0.8012,41.663880982398986,11.175394639968872
dynamic_update,1.0,50000,ACORN-4,5.0004355907440186,138.91944354157766,0.136912,45.34502453327179,11.683715047836303
dynamic_update,1.0,50000,ACORN-8,6.644086599349976,142.83411300009152,0.037252,46.93451016902923,11.239723253250123
dynamic_update,1.0,50000,ACORN-12,8.976408958435059,143.91774327756394,0.023544000000000002,49.791712074279786,11.348996601104735
dynamic_update,1.0,50000,Pre-Filter,0.1711423397064209,892.7763835880497,1.0,0.004634819030761719,0.0032433223724365233
dynamic_update,1.0,50000,Post-Filter-Batch100,0.8053116798400879,66.29399679612924,0.36506,0.0044823169708251955,0.0028130054473876954
dynamic_update,5.0,50000,ACORN-1,1.6255156993865967,103.58867846683381,0.804126,40.6725469827652,10.935025897026062
dynamic_update,5.0,50000,ACORN-4,5.081255912780762,136.45949124692828,0.318818,44.83435563087464,11.37379096508026
dynamic_update,5.0,50000,ACORN-8,6.936256408691406,141.89786287299023,0.167766,47.25712059497833,11.029479880332946
dynamic_update,5.0,50000,ACORN-12,9.200450658798218,138.83605926386593,0.300194,47.600437388420104,11.564186339378358
dynamic_update,5.0,50000,Pre-Filter,0.16868114471435547,191.34639602803236,1.0,0.0061997509002685545,0.0037102270126342777
dynamic_update,5.0,50000,Post-Filter-Batch100,0.826960563659668,69.35109648821964,0.5472,0.005077199935913086,0.0030633926391601565
dynamic_update,10.0,50000,ACORN-1,1.5642046928405762,101.38489629990059,0.7452240000000001,39.54884133815766,10.895627641677857
dynamic_update,10.0,50000,ACORN-4,5.025975942611694,131.7085742101439,0.476402,43.339910163879395,11.437224879264832
dynamic_update,10.0,50000,ACORN-8,6.67965292930603,138.4032774889109,0.296318,45.29392855167389,10.899172134399414
dynamic_update,10.0,50000,ACORN-12,9.053600549697876,135.42780302563744,0.406994,46.96895463943482,11.48114936351776
dynamic_update,10.0,50000,Pre-Filter,0.16247200965881348,97.73311441441054,1.0,0.008454608917236327,0.004122514724731446
dynamic_update,10.0,50000,Post-Filter-Batch100,0.7976436614990234,69.0408664460709,0.6476080000000001,0.0061826324462890625,0.003338437080383301
dynamic_update,20.0,50000,ACORN-1,1.6007895469665527,100.2867918806303,0.6498280000000001,40.168786053657534,10.889029955863952
dynamic_update,20.0,50000,ACORN-4,4.931998014450073,127.30034096287723,0.5443819999999999,44.81260282993316,11.46624900817871
dynamic_update,20.0,50000,ACORN-8,6.684580087661743,134.00821445448904,0.433492,47.65331974029541,10.979285755157472
dynamic_update,20.0,50000,ACORN-12,9.396113157272339,129.82065802816325,0.5388360000000001,49.91021712779999,11.479005837440491
dynamic_update,20.0,50000,Pre-Filter,0.1590561866760254,50.50465538183012,1.0,0.009938054084777832,0.00440394401550293
dynamic_update,20.0,50000,Post-Filter-Batch100,0.8121771812438965,66.92163781571875,0.7387539999999999,0.007664022445678711,0.0037507200241088867
dynamic_update,50.0,50000,ACORN-1,1.6646625995635986,103.996057505112,0.355858,40.59506544589996,10.974140601158142
dynamic_update,50.0,50000,ACORN-4,5.072805643081665,127.37645833985911,0.37995599999999996,44.7534986114502,11.522904119491576
dynamic_update,50.0,50000,ACORN-8,6.705414056777954,129.89128247834617,0.545114,47.520699462890626,10.98513301372528
dynamic_update,50.0,50000,ACORN-12,9.001877546310425,124.59675870297221,0.6951840000000001,49.48515372753143,11.36525207042694
dynamic_update,50.0,50000,Pre-Filter,0.13788604736328125,22.87307032744766,1.0,0.010480017662048341,0.004076957702636719
dynamic_update,50.0,50000,Post-Filter-Batch100,0.7772848606109619,73.49993179318678,0.8347239999999999,0.008502812385559081,0.0036901092529296876
